Cause,Type,Year,Total Deaths,Source
Leptospirosis,Bencana Non Alam dan Penyakit,2012,29,Profil Kesehatan Indonesia Tahun 2018
Leptospirosis,Bencana Non Alam dan Penyakit,2013,60,Profil Kesehatan Indonesia Tahun 2013
Leptospirosis,Bencana Non Alam dan Penyakit,2013,60,Profil Kesehatan Indonesia Tahun 2014
Leptospirosis,Bencana Non Alam dan Penyakit,2013,60,Profil Kesehatan Indonesia Tahun 2015
Leptospirosis,Bencana Non Alam dan Penyakit,2013,60,Profil Kesehatan Indonesia Tahun 2017
Leptospirosis,Bencana Non Alam dan Penyakit,2013,60,Profil Kesehatan Indonesia Tahun 2018
Leptospirosis,Bencana Non Alam dan Penyakit,2014,61,Profil Kesehatan Indonesia Tahun 2014
Leptospirosis,Bencana Non Alam dan Penyakit,2014,62,Profil Kesehatan Indonesia Tahun 2015
Leptospirosis,Bencana Non Alam dan Penyakit,2014,61,Profil Kesehatan Indonesia Tahun 2016
Leptospirosis,Bencana Non Alam dan Penyakit,2014,62,Profil Kesehatan Indonesia Tahun 2017
Leptospirosis,Bencana Non Alam dan Penyakit,2014,61,Profil Kesehatan Indonesia Tahun 2018
Leptospirosis,Bencana Non Alam dan Penyakit,2015,65,Profil Kesehatan Indonesia Tahun 2015
Leptospirosis,Bencana Non Alam dan Penyakit,2015,65,Profil Kesehatan Indonesia Tahun 2016
Leptospirosis,Bencana Non Alam dan Penyakit,2015,61,Profil Kesehatan Indonesia Tahun 2017
Leptospirosis,Bencana Non Alam dan Penyakit,2015,65,Profil Kesehatan Indonesia Tahun 2018
Leptospirosis,Bencana Non Alam dan Penyakit,2016,62,Profil Kesehatan Indonesia Tahun 2016
Leptospirosis,Bencana Non Alam dan Penyakit,2016,61,Profil Kesehatan Indonesia Tahun 2017
Leptospirosis,Bencana Non Alam dan Penyakit,2016,62,Profil Kesehatan Indonesia Tahun 2018
Leptospirosis,Bencana Non Alam dan Penyakit,2017,108,Profil Kesehatan Indonesia Tahun 2017
Leptospirosis,Bencana Non Alam dan Penyakit,2017,108,Profil Kesehatan Indonesia Tahun 2018
Leptospirosis,Bencana Non Alam dan Penyakit,2017,136,Profil Kesehatan Indonesia Tahun 2019
Leptospirosis,Bencana Non Alam dan Penyakit,2018,148,Profil Kesehatan Indonesia Tahun 2018
Leptospirosis,Bencana Non Alam dan Penyakit,2018,148,Profil Kesehatan Indonesia Tahun 2019
Leptospirosis,Bencana Non Alam dan Penyakit,2018,150,Profil Kesehatan Indonesia Tahun 2020
Leptospirosis,Bencana Non Alam dan Penyakit,2019,122,Profil Kesehatan Indonesia Tahun 2019
Leptospirosis,Bencana Non Alam dan Penyakit,2019,122,Profil Kesehatan Indonesia Tahun 2020
Leptospirosis,Bencana Non Alam dan Penyakit,2020,106,Profil Kesehatan Indonesia Tahun 2020
Leptospirosis,Bencana Non Alam dan Penyakit,2021,84,Profil Kesehatan Indonesia Tahun 2021
Leptospirosis,Bencana Non Alam dan Penyakit,2019,122,Profil Kesehatan Indonesia Tahun 2021
Leptospirosis,Bencana Non Alam dan Penyakit,2020,106,Profil Kesehatan Indonesia Tahun 2021
Leptospirosis,Bencana Non Alam dan Penyakit,2021,84,Profil Kesehatan Indonesia Tahun 2021
Letusan Gunung Api,Bencana Alam,2008,0,Profil Kesehatan Indonesia Tahun 2008
Letusan Gunung Api,Bencana Alam,2009,0,Profil Kesehatan Indonesia Tahun 2009
Letusan Gunung Api,Bencana Alam,2015,1,Profil Kesehatan Indonesia Tahun 2015
Letusan Gunung Api,Bencana Alam,2016,9,Profil Kesehatan Indonesia Tahun 2016
Letusan Gunung Api,Bencana Alam,2017,71,Profil Kesehatan Indonesia Tahun 2017
Letusan Gunung Api,Bencana Alam,2018,0,Profil Kesehatan Indonesia Tahun 2018
Letusan Gunung Api,Bencana Alam,2019,0,Profil Kesehatan Indonesia Tahun 2019
Letusan Gunung Api,Bencana Alam,2020,0,Profil Kesehatan Indonesia Tahun 2020
Letusan Gunung Berapi,Bencana Alam,2010,382,Profil Kesehatan Indonesia Tahun 2010
Letusan Gunung Api,Bencana Alam,2021,51,Profil Kesehatan Indonesia Tahun 2021
Letusan/Peningkatan Aktivitas Gunung Api,Bencana Alam,2011,2,Profil Kesehatan Indonesia Tahun 2011
Longsor Sampah,Bencana Alam,2012,1,Profil Kesehatan Indonesia Tahun 2012
Malaria (termasuk semua malaria),Bencana Non Alam dan Penyakit,2004,3578,Profil Kesehatan Indonesia Tahun 2004
Malaria Klinis,Bencana Non Alam dan Penyakit,2006,30,Profil Kesehatan Indonesia Tahun 2006
"Malformasi, Deformasi Kongenital & Kelainan Kromosom",Bencana Non Alam dan Penyakit,2005,599,Profil Kesehatan Indonesia Tahun 2005
"Malformasi, Deformasi Kongenital & Kelainan Kromosom",Bencana Non Alam dan Penyakit,2006,541,Profil Kesehatan Indonesia Tahun 2006
"Malformasi, Deformasi Kongenital & Kelainan Kromosom",Bencana Non Alam dan Penyakit,2006,541,Profil Kesehatan Indonesia Tahun 2007
"Malformasi, Deformasi Kongenital & Kelainan Kromosom",Bencana Non Alam dan Penyakit,2008,605,Profil Kesehatan Indonesia Tahun 2008
Neoplasma,Bencana Non Alam dan Penyakit,2005,4822,Profil Kesehatan Indonesia Tahun 2005
Neoplasma,Bencana Non Alam dan Penyakit,2006,3378,Profil Kesehatan Indonesia Tahun 2006
Neoplasma,Bencana Non Alam dan Penyakit,2006,3378,Profil Kesehatan Indonesia Tahun 2007
Neoplasma,Bencana Non Alam dan Penyakit,2007,4585,Profil Kesehatan Indonesia Tahun 2008
Neoplasma,Bencana Non Alam dan Penyakit,2008,4332,Profil Kesehatan Indonesia Tahun 2008
Neoplasma,Bencana Non Alam dan Penyakit,2008,4332,Profil Kesehatan Indonesia Tahun 2008
Penyakit Apendiks,Bencana Non Alam dan Penyakit,2009,234,Profil Kesehatan Indonesia Tahun 2009
Penyakit Darah & Organ Pembuat Darah & Gangguan tertentu yang Melibatkan Mekanisme Imun,Bencana Non Alam dan Penyakit,2005,225,Profil Kesehatan Indonesia Tahun 2005
Penyakit Darah & Organ Pembuat Darah & Gangguan tertentu yang Melibatkan Mekanisme Imun,Bencana Non Alam dan Penyakit,2006,129,Profil Kesehatan Indonesia Tahun 2006
Penyakit Darah & Organ Pembuat Darah & Gangguan tertentu yang Melibatkan Mekanisme Imun,Bencana Non Alam dan Penyakit,2006,129,Profil Kesehatan Indonesia Tahun 2007
Penyakit Darah & Organ Pembuat Darah & Gangguan tertentu yang Melibatkan Mekanisme Imun,Bencana Non Alam dan Penyakit,2008,1223,Profil Kesehatan Indonesia Tahun 2008
"Penyakit Endokrin, Nutrisi, dan Metabolik",Bencana Non Alam dan Penyakit,2005,4511,Profil Kesehatan Indonesia Tahun 2005
"Penyakit Endokrin, Nutrisi, dan Metabolik",Bencana Non Alam dan Penyakit,2006,5242,Profil Kesehatan Indonesia Tahun 2006
"Penyakit Endokrin, Nutrisi, dan Metabolik",Bencana Non Alam dan Penyakit,2006,5242,Profil Kesehatan Indonesia Tahun 2007
"Penyakit Endokrin, Nutrisi, dan Metabolik",Bencana Non Alam dan Penyakit,2007,5277,Profil Kesehatan Indonesia Tahun 2008
"Penyakit Endokrin, Nutrisi, dan Metabolik",Bencana Non Alam dan Penyakit,2008,5585,Profil Kesehatan Indonesia Tahun 2008
"Penyakit Endokrin, Nutrisi, dan Metabolik",Bencana Non Alam dan Penyakit,2008,5585,Profil Kesehatan Indonesia Tahun 2008
Penyakit hemolitik pada janin dan bayi baru lahir,Bencana Non Alam dan Penyakit,2004,17,Profil Kesehatan Indonesia Tahun 2004
Penyakit hemolitik pada janin dan bayi baru lahir,Bencana Non Alam dan Penyakit,2005,26,Profil Kesehatan Indonesia Tahun 2005
Penyakit hemolitik pada janin dan bayi baru lahir,Bencana Non Alam dan Penyakit,2006,20,Profil Kesehatan Indonesia Tahun 2006
Penyakit Infeksi & Parasit Tertentu,Bencana Non Alam dan Penyakit,2005,12624,Profil Kesehatan Indonesia Tahun 2005
Penyakit Infeksi & Parasit Tertentu,Bencana Non Alam dan Penyakit,2006,15984,Profil Kesehatan Indonesia Tahun 2006
Penyakit Infeksi & Parasit Tertentu,Bencana Non Alam dan Penyakit,2006,15984,Profil Kesehatan Indonesia Tahun 2007
Penyakit Infeksi & Parasit Tertentu,Bencana Non Alam dan Penyakit,2007,14323,Profil Kesehatan Indonesia Tahun 2008
Penyakit Infeksi & Parasit Tertentu,Bencana Non Alam dan Penyakit,2008,16769,Profil Kesehatan Indonesia Tahun 2008
Penyakit Infeksi & Parasit Tertentu,Bencana Non Alam dan Penyakit,2008,16769,Profil Kesehatan Indonesia Tahun 2008
Penyakit Infeksi & Parasit Tertentu,Bencana Non Alam dan Penyakit,2008,16769,Profil Kesehatan Indonesia Tahun 2009
Penyakit infeksi dan parasit kongenital,Bencana Non Alam dan Penyakit,2004,466,Profil Kesehatan Indonesia Tahun 2004
Penyakit infeksi dan parasit kongenital,Bencana Non Alam dan Penyakit,2005,516,Profil Kesehatan Indonesia Tahun 2005
Penyakit infeksi dan parasit kongenital,Bencana Non Alam dan Penyakit,2006,467,Profil Kesehatan Indonesia Tahun 2006
Penyakit jantung lainnya,Bencana Non Alam dan Penyakit,2005,2577,Profil Kesehatan Indonesia Tahun 2005
Penyakit Kulit & Jaringan Subkutan,Bencana Non Alam dan Penyakit,2005,201,Profil Kesehatan Indonesia Tahun 2005
Penyakit Kulit & Jaringan Subkutan,Bencana Non Alam dan Penyakit,2006,189,Profil Kesehatan Indonesia Tahun 2006
Penyakit Kulit & Jaringan Subkutan,Bencana Non Alam dan Penyakit,2006,189,Profil Kesehatan Indonesia Tahun 2007
Penyakit Kulit & Jaringan Subkutan,Bencana Non Alam dan Penyakit,2008,324,Profil Kesehatan Indonesia Tahun 2008
Penyakit Mata dan Adneksa,Bencana Non Alam dan Penyakit,2005,14,Profil Kesehatan Indonesia Tahun 2005
Penyakit Mata dan Adneksa,Bencana Non Alam dan Penyakit,2006,287,Profil Kesehatan Indonesia Tahun 2006
Penyakit Mata dan Adneksa,Bencana Non Alam dan Penyakit,2006,287,Profil Kesehatan Indonesia Tahun 2007
Penyakit Mata dan Adneksa,Bencana Non Alam dan Penyakit,2008,123,Profil Kesehatan Indonesia Tahun 2008
Penyakit Sistem Cerna,Bencana Non Alam dan Penyakit,2005,5787,Profil Kesehatan Indonesia Tahun 2005
Penyakit Sistem Cerna,Bencana Non Alam dan Penyakit,2006,5739,Profil Kesehatan Indonesia Tahun 2006
Penyakit Sistem Cerna,Bencana Non Alam dan Penyakit,2006,5739,Profil Kesehatan Indonesia Tahun 2007
Penyakit Sistem Cerna,Bencana Non Alam dan Penyakit,2007,6590,Profil Kesehatan Indonesia Tahun 2008
Penyakit Sistem Cerna,Bencana Non Alam dan Penyakit,2008,6825,Profil Kesehatan Indonesia Tahun 2008
Penyakit Sistem Cerna,Bencana Non Alam dan Penyakit,2008,6825,Profil Kesehatan Indonesia Tahun 2008
Penyakit Sistem Kemih Kelamin,Bencana Non Alam dan Penyakit,2005,4390,Profil Kesehatan Indonesia Tahun 2005
Penyakit Sistem Kemih Kelamin,Bencana Non Alam dan Penyakit,2006,3750,Profil Kesehatan Indonesia Tahun 2006
Penyakit Sistem Kemih Kelamin,Bencana Non Alam dan Penyakit,2006,3750,Profil Kesehatan Indonesia Tahun 2007
Penyakit Sistem Kemih Kelamin,Bencana Non Alam dan Penyakit,2007,4557,Profil Kesehatan Indonesia Tahun 2008
Penyakit Sistem Kemih Kelamin,Bencana Non Alam dan Penyakit,2008,4542,Profil Kesehatan Indonesia Tahun 2008
Penyakit Sistem Kemih Kelamin,Bencana Non Alam dan Penyakit,2008,4542,Profil Kesehatan Indonesia Tahun 2008
Penyakit Sistem Muskuloskeletal dan Jaringan Ikat,Bencana Non Alam dan Penyakit,2005,235,Profil Kesehatan Indonesia Tahun 2005
Penyakit Sistem Muskuloskeletal dan Jaringan Ikat,Bencana Non Alam dan Penyakit,2006,235,Profil Kesehatan Indonesia Tahun 2006
Penyakit Sistem Muskuloskeletal dan Jaringan Ikat,Bencana Non Alam dan Penyakit,2006,235,Profil Kesehatan Indonesia Tahun 2007
Penyakit Sistem Muskuloskeletal dan Jaringan Ikat,Bencana Non Alam dan Penyakit,2008,605,Profil Kesehatan Indonesia Tahun 2008
Penyakit Sistem Napas,Bencana Non Alam dan Penyakit,2005,6075,Profil Kesehatan Indonesia Tahun 2005
Penyakit Sistem Napas,Bencana Non Alam dan Penyakit,2006,6156,Profil Kesehatan Indonesia Tahun 2006
Penyakit Sistem Napas,Bencana Non Alam dan Penyakit,2006,6156,Profil Kesehatan Indonesia Tahun 2007
Penyakit Sistem Napas,Bencana Non Alam dan Penyakit,2007,7214,Profil Kesehatan Indonesia Tahun 2008
Penyakit Sistem Napas,Bencana Non Alam dan Penyakit,2008,8190,Profil Kesehatan Indonesia Tahun 2008
Penyakit Sistem Napas,Bencana Non Alam dan Penyakit,2008,8190,Profil Kesehatan Indonesia Tahun 2008
Penyakit Sistem Napas,Bencana Non Alam dan Penyakit,2008,8190,Profil Kesehatan Indonesia Tahun 2009
Penyakit Sistem Sirkulasi Darah,Bencana Non Alam dan Penyakit,2005,19944,Profil Kesehatan Indonesia Tahun 2005
Penyakit Sistem Sirkulasi Darah,Bencana Non Alam dan Penyakit,2006,19361,Profil Kesehatan Indonesia Tahun 2006
Penyakit Sistem Sirkulasi Darah,Bencana Non Alam dan Penyakit,2006,19361,Profil Kesehatan Indonesia Tahun 2007
Penyakit Sistem Sirkulasi Darah,Bencana Non Alam dan Penyakit,2007,21830,Profil Kesehatan Indonesia Tahun 2008
Penyakit Sistem Sirkulasi Darah,Bencana Non Alam dan Penyakit,2008,23163,Profil Kesehatan Indonesia Tahun 2008
Penyakit Sistem Sirkulasi Darah,Bencana Non Alam dan Penyakit,2008,23163,Profil Kesehatan Indonesia Tahun 2008
Penyakit Sistem Sirkulasi Darah,Bencana Non Alam dan Penyakit,2008,23163,Profil Kesehatan Indonesia Tahun 2009
Penyakit Susunan Syaraf,Bencana Non Alam dan Penyakit,2005,3089,Profil Kesehatan Indonesia Tahun 2005
Penyakit Susunan Syaraf,Bencana Non Alam dan Penyakit,2006,2894,Profil Kesehatan Indonesia Tahun 2006
Penyakit Susunan Syaraf,Bencana Non Alam dan Penyakit,2006,2894,Profil Kesehatan Indonesia Tahun 2007
Penyakit Susunan Syaraf,Bencana Non Alam dan Penyakit,2008,3218,Profil Kesehatan Indonesia Tahun 2008
Penyakit Telinga dan Pros. Mastoideus,Bencana Non Alam dan Penyakit,2005,21,Profil Kesehatan Indonesia Tahun 2005
Penyakit Telinga dan Pros. Mastoideus,Bencana Non Alam dan Penyakit,2006,35,Profil Kesehatan Indonesia Tahun 2006
Penyakit Telinga dan Pros. Mastoideus,Bencana Non Alam dan Penyakit,2006,35,Profil Kesehatan Indonesia Tahun 2007
Penyakit Telinga dan Pros. Mastoideus,Bencana Non Alam dan Penyakit,2008,109,Profil Kesehatan Indonesia Tahun 2008
Penyulit kehamilan dan persalinan lainnya,Bencana Non Alam dan Penyakit,2010,276,Profil Kesehatan Indonesia Tahun 2010
Penyulit kehamilan dan persalinan lainnya,Bencana Non Alam dan Penyakit,2010,276,Profil Kesehatan Indonesia Tahun 2011
"Penyulit kehamilan, persalinan dan masa nifas lainnya",Bencana Non Alam dan Penyakit,2004,1508,Profil Kesehatan Indonesia Tahun 2004
"Penyulit kehamilan, persalinan dan masa nifas lainnya",Bencana Non Alam dan Penyakit,2005,214,Profil Kesehatan Indonesia Tahun 2005
"Penyulit kehamilan, persalinan dan masa nifas lainnya",Bencana Non Alam dan Penyakit,2006,250,Profil Kesehatan Indonesia Tahun 2006
Perdarahan antepartum,Bencana Non Alam dan Penyakit,2004,11,Profil Kesehatan Indonesia Tahun 2004
Perdarahan antepartum,Bencana Non Alam dan Penyakit,2005,16,Profil Kesehatan Indonesia Tahun 2005
Perdarahan antepartum,Bencana Non Alam dan Penyakit,2006,8,Profil Kesehatan Indonesia Tahun 2006
Perdarahan intrakranial,Bencana Non Alam dan Penyakit,2004,2868,Profil Kesehatan Indonesia Tahun 2004
Perdarahan intrakranial,Bencana Non Alam dan Penyakit,2005,3572,Profil Kesehatan Indonesia Tahun 2005
Perdarahan intrakranial,Bencana Non Alam dan Penyakit,2006,3677,Profil Kesehatan Indonesia Tahun 2006
Perdarahan intrakranial,Bencana Non Alam dan Penyakit,2006,3677,Profil Kesehatan Indonesia Tahun 2007
Perdarahan pasca persalinan,Bencana Non Alam dan Penyakit,2004,43,Profil Kesehatan Indonesia Tahun 2004
Perdarahan pasca persalinan,Bencana Non Alam dan Penyakit,2005,71,Profil Kesehatan Indonesia Tahun 2005
Perdarahan pasca persalinan,Bencana Non Alam dan Penyakit,2006,43,Profil Kesehatan Indonesia Tahun 2006
Persalinan dengan penyulit gawat janin,Bencana Non Alam dan Penyakit,2004,11,Profil Kesehatan Indonesia Tahun 2004
Persalinan dengan penyulit gawat janin,Bencana Non Alam dan Penyakit,2005,8,Profil Kesehatan Indonesia Tahun 2005
Persalinan dengan penyulit gawat janin,Bencana Non Alam dan Penyakit,2006,11,Profil Kesehatan Indonesia Tahun 2006
Persalinan prematur,Bencana Non Alam dan Penyakit,2004,23,Profil Kesehatan Indonesia Tahun 2004
Persalinan prematur,Bencana Non Alam dan Penyakit,2005,31,Profil Kesehatan Indonesia Tahun 2005
Persalinan prematur,Bencana Non Alam dan Penyakit,2006,34,Profil Kesehatan Indonesia Tahun 2006
"Pertumbuhan janin lamban, malnutrisi janin dan gangguan yang berhubungan dengan kehamilan pendek dan berat badan lahir rendah",Bencana Non Alam dan Penyakit,2004,2100,Profil Kesehatan Indonesia Tahun 2004
"Pertumbuhan janin lamban, malnutrisi janin dan gangguan yang berhubungan dengan kehamilan pendek dan berat badan lahir rendah",Bencana Non Alam dan Penyakit,2005,2606,Profil Kesehatan Indonesia Tahun 2005
"Pertumbuhan janin lamban, malnutrisi janin dan gangguan yang berhubungan dengan kehamilan pendek dan berat badan lahir rendah",Bencana Non Alam dan Penyakit,2006,2578,Profil Kesehatan Indonesia Tahun 2006
"Pertumbuhan janin lamban, malnutrisi janin dan gangguan yang berhubungan dengan kehamilan pendek dan berat badan lahir rendah",Bencana Non Alam dan Penyakit,2006,2578,Profil Kesehatan Indonesia Tahun 2007
Petir,Bencana Alam,2008,7,Profil Kesehatan Indonesia Tahun 2008
Plasenta previa,Bencana Non Alam dan Penyakit,2004,30,Profil Kesehatan Indonesia Tahun 2004
Plasenta previa,Bencana Non Alam dan Penyakit,2005,40,Profil Kesehatan Indonesia Tahun 2005
Plasenta previa,Bencana Non Alam dan Penyakit,2006,36,Profil Kesehatan Indonesia Tahun 2006
Pneumonia,Bencana Non Alam dan Penyakit,2004,3103,Profil Kesehatan Indonesia Tahun 2004
Pneumonia,Bencana Non Alam dan Penyakit,2005,2765,Profil Kesehatan Indonesia Tahun 2005
Pneumonia,Bencana Non Alam dan Penyakit,2006,2459,Profil Kesehatan Indonesia Tahun 2006
Pneumonia,Bencana Non Alam dan Penyakit,2006,2459,Profil Kesehatan Indonesia Tahun 2007
Pneumonia,Bencana Non Alam dan Penyakit,2009,2365,Profil Kesehatan Indonesia Tahun 2009
Pneumonia,Bencana Non Alam dan Penyakit,2010,1315,Profil Kesehatan Indonesia Tahun 2010
Pneumonia,Bencana Non Alam dan Penyakit,2010,1315,Profil Kesehatan Indonesia Tahun 2011
Rabies,Bencana Non Alam dan Penyakit,2006,19,Profil Kesehatan Indonesia Tahun 2006
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2009,195,Profil Kesehatan Indonesia Tahun 2011
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2009,195,Profil Kesehatan Indonesia Tahun 2013
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2009,195,Profil Kesehatan Indonesia Tahun 2016
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2010,206,Profil Kesehatan Indonesia Tahun 2011
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2010,206,Profil Kesehatan Indonesia Tahun 2012
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2010,206,Profil Kesehatan Indonesia Tahun 2013
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2010,206,Profil Kesehatan Indonesia Tahun 2016
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2011,182,Profil Kesehatan Indonesia Tahun 2011
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2011,182,Profil Kesehatan Indonesia Tahun 2012
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2011,184,Profil Kesehatan Indonesia Tahun 2013
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2011,184,Profil Kesehatan Indonesia Tahun 2016
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2011,184,Profil Kesehatan Indonesia Tahun 2018
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2011,184,Profil Kesehatan Indonesia Tahun 2019
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2012,137,Profil Kesehatan Indonesia Tahun 2012
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2012,137,Profil Kesehatan Indonesia Tahun 2013
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2012,137,Profil Kesehatan Indonesia Tahun 2014
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2012,137,Profil Kesehatan Indonesia Tahun 2016
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2012,137,Profil Kesehatan Indonesia Tahun 2018
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2012,137,Profil Kesehatan Indonesia Tahun 2019
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2013,119,Profil Kesehatan Indonesia Tahun 2013
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2013,119,Profil Kesehatan Indonesia Tahun 2014
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2013,119,Profil Kesehatan Indonesia Tahun 2016
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2013,119,Profil Kesehatan Indonesia Tahun 2018
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2013,119,Profil Kesehatan Indonesia Tahun 2019
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2014,81,Profil Kesehatan Indonesia Tahun 2014
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2014,81,Profil Kesehatan Indonesia Tahun 2016
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2014,98,Profil Kesehatan Indonesia Tahun 2016
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2014,98,Profil Kesehatan Indonesia Tahun 2018
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2014,98,Profil Kesehatan Indonesia Tahun 2019
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2015,98,Profil Kesehatan Indonesia Tahun 2015
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2015,118,Profil Kesehatan Indonesia Tahun 2015
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2015,119,Profil Kesehatan Indonesia Tahun 2015
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2015,118,Profil Kesehatan Indonesia Tahun 2016
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2015,118,Profil Kesehatan Indonesia Tahun 2016
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2015,118,Profil Kesehatan Indonesia Tahun 2017
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2015,118,Profil Kesehatan Indonesia Tahun 2018
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2015,118,Profil Kesehatan Indonesia Tahun 2019
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2016,86,Profil Kesehatan Indonesia Tahun 2016
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2016,86,Profil Kesehatan Indonesia Tahun 2016
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2016,99,Profil Kesehatan Indonesia Tahun 2017
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2016,99,Profil Kesehatan Indonesia Tahun 2018
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2016,99,Profil Kesehatan Indonesia Tahun 2018
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2016,99,Profil Kesehatan Indonesia Tahun 2019
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2017,108,Profil Kesehatan Indonesia Tahun 2017
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2017,108,Profil Kesehatan Indonesia Tahun 2018
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2017,111,Profil Kesehatan Indonesia Tahun 2018
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2017,108,Profil Kesehatan Indonesia Tahun 2019
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2018,111,Profil Kesehatan Indonesia Tahun 2018
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2018,111,Profil Kesehatan Indonesia Tahun 2018
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2018,111,Profil Kesehatan Indonesia Tahun 2019
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2019,115,Profil Kesehatan Indonesia Tahun 2019
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2020,40,Profil Kesehatan Indonesia Tahun 2020
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2021,62,Profil Kesehatan Indonesia Tahun 2021
Rabies - Lyssa,Bencana Non Alam dan Penyakit,2021,62,Profil Kesehatan Indonesia Tahun 2021
Rubella,Bencana Non Alam dan Penyakit,2006,0,Profil Kesehatan Indonesia Tahun 2006
Sebab Luar Morbiditas & Mortalitas,Bencana Non Alam dan Penyakit,2005,2745,Profil Kesehatan Indonesia Tahun 2005
Sebab Luar Morbiditas & Mortalitas,Bencana Non Alam dan Penyakit,2006,1010,Profil Kesehatan Indonesia Tahun 2006
Sebab Luar Morbiditas & Mortalitas,Bencana Non Alam dan Penyakit,2006,1010,Profil Kesehatan Indonesia Tahun 2007
Sebab Luar Morbiditas & Mortalitas,Bencana Non Alam dan Penyakit,2008,2046,Profil Kesehatan Indonesia Tahun 2008
Septisemia,Bencana Non Alam dan Penyakit,2004,2369,Profil Kesehatan Indonesia Tahun 2004
Septisemia,Bencana Non Alam dan Penyakit,2005,3065,Profil Kesehatan Indonesia Tahun 2005
Septisemia,Bencana Non Alam dan Penyakit,2006,2539,Profil Kesehatan Indonesia Tahun 2006
Septisemia,Bencana Non Alam dan Penyakit,2006,2539,Profil Kesehatan Indonesia Tahun 2007
Stroke tidak menyebut pendarahan atau infark,Bencana Non Alam dan Penyakit,2004,4215,Profil Kesehatan Indonesia Tahun 2004
Stroke tidak menyebut pendarahan atau infark,Bencana Non Alam dan Penyakit,2005,4692,Profil Kesehatan Indonesia Tahun 2005
Stroke tidak menyebut pendarahan atau infark,Bencana Non Alam dan Penyakit,2006,4377,Profil Kesehatan Indonesia Tahun 2006
Stroke tidak menyebut pendarahan atau infark,Bencana Non Alam dan Penyakit,2006,4377,Profil Kesehatan Indonesia Tahun 2007
Tanah Longsor,Bencana Alam,2005,170,Profil Kesehatan Indonesia Tahun 2005
Tanah Longsor,Bencana Alam,2006,123,Profil Kesehatan Indonesia Tahun 2006
Tanah Longsor,Bencana Alam,2007,46,Profil Kesehatan Indonesia Tahun 2007
Tanah Longsor,Bencana Alam,2008,103,Profil Kesehatan Indonesia Tahun 2008
Tanah Longsor,Bencana Alam,2009,73,Profil Kesehatan Indonesia Tahun 2009
Tanah Longsor,Bencana Alam,2010,131,Profil Kesehatan Indonesia Tahun 2010
Tanah Longsor,Bencana Alam,2011,84,Profil Kesehatan Indonesia Tahun 2011
Tanah Longsor,Bencana Alam,2012,54,Profil Kesehatan Indonesia Tahun 2012
